SENSORIMOTOR_SOURCE_DOMAIN,TYPE,IMAGE_SCHEMA_ANNOTATION,SOURCE_DOMAIN_FRAME,"FrameNet (frame), MetaNet (framedata)",TARGET_DOMAIN_FRAME,"FrameNet (frame), MetaNet (framedata)",CONCEPTUAL_METAPHOR,Language,LinguisticExamples,[SOURCE],TAKEN FROM,COMMENT ,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Possession,frame:Possession,Attribute,framedata:Attribute,ATTRIBUTES ARE POSSESSIONS,en,He got his red hair from his mother.,"[Lakoff et al., 1991:11]",IScat ,corrected from “PROPERTIES ARE POSSESSIONS” to “ATTRIBUTES ARE POSSESSIONS”,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Possession,frame:Possession,Attribute,framedata:Attribute,ATTRIBUTES ARE POSSESSIONS,en,He gave his son a sense of self-worth.,"[Lakoff et al., 1991:11]",IScat ,corrected from “PROPERTIES ARE POSSESSIONS” to “ATTRIBUTES ARE POSSESSIONS”,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Possession,frame:Possession,Attribute,framedata:Attribute,ATTRIBUTES ARE POSSESSIONS,en,He gives his art a certain integrity.,"[Lakoff et al., 1991:11]",IScat ,corrected from “PROPERTIES ARE POSSESSIONS” to “ATTRIBUTES ARE POSSESSIONS”,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Possession,frame:Possession,Attribute,framedata:Attribute,ATTRIBUTES ARE POSSESSIONS,en,Harry has trouble.,"[Lakoff & Johnson, 1999:195]",IScat ,corrected from “PROPERTIES ARE POSSESSIONS” to “ATTRIBUTES ARE POSSESSIONS”,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Possession,frame:Possession,Attribute,framedata:Attribute,ATTRIBUTES ARE POSSESSIONS,en,I have a headache.,"[Lakoff & Johnson, 1999:196]",IScat ,corrected from “PROPERTIES ARE POSSESSIONS” to “ATTRIBUTES ARE POSSESSIONS”,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Possession,frame:Possession,Attribute,framedata:Attribute,ATTRIBUTES ARE POSSESSIONS,en,She has a sunny disposition. ,Grady 1998:109,MetaNet,,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Possession,frame:Possession,Attribute,framedata:Attribute,ATTRIBUTES ARE POSSESSIONS,en,This place has lost a lot of its charm. ,Grady 1998:109,MetaNet,,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Possession,frame:Possession,Attribute,framedata:Attribute,ATTRIBUTES ARE POSSESSIONS,en,The new mustache gave him an older appearance. ,Grady 1998:109,MetaNet,,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Possession,frame:Lose_possession,Control,frame:Control,TERMINATION OF CONTROL IS LOSS OF A POSSESSION,en,"The dummies were 2-to-1 in favor of the Arizona immigration law; the court gutted it. Only those dummies, not in a state of denial, understand that we the people have lost control of our government.",http://thegazette.com/2012/07/14/people-have-lost-control-of-government/,MetaNet,,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Possession,frame:Lose_possession,Control,frame:Control,TERMINATION OF CONTROL IS LOSS OF A POSSESSION,en,"But meanwhile, you may not have noticed that our government gave away control of the Internet. ",http://www.bizzyblog.com/2009/10/11/honey-they-gave-away-the-internet/,MetaNet,,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Possession,framedata:Gain_possession,Control,frame:Control,ATTAINING CONTROL IS GAINING A POSSESSION,en,"You could talk about the dealerships, auto dealerships that were closed down when the government got control of a couple of the auto companies, an awful lot of people lost jobs, businesses were closed, and so on. ","Brit Hume, Fox News, America's Newsroom, 5/14/12. Accessed 12/8/12: http://mediamatters.org/print/research/2012/05/14/foxs-flawed-attempt-to-deflect-attention-from-r/185689",MetaNet,,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Possession,framedata:Gain_possession,Control,frame:Control,ATTAINING CONTROL IS GAINING A POSSESSION,en,"The Shadow Party: How George Soros, Hillary Clinton, and Sixties Radicals Seized Control of the Democratic Party ","Book title. David Horowitz and Richard Poe, 2006.",MetaNet,,
PART-WHOLE,SPATIAL_PRIMITIVE,PART-WHOLE,Constructed_object,frame:Buildings,Theory,framedata:Theory,THEORIES ARE CONSTRUCTED OBJECTS,en,They assembled a theory.,"[Lakoff et al., 1991:114]",IScat ,"Not in MetaNet, unsure about metaphor Source_Domain",
PART-WHOLE,SPATIAL_PRIMITIVE,PART-WHOLE,Constructed_object,frame:Buildings,Theory,framedata:Theory,THEORIES ARE CONSTRUCTED OBJECTS,en,They put/pieced a theory together.,"[Lakoff et al., 1991:114]",IScat ,"Not in MetaNet, unsure about metaphor Source_Domain",
PART-WHOLE,SPATIAL_PRIMITIVE,PART-WHOLE,Constructed_object,frame:Buildings,Theory,framedata:Theory,THEORIES ARE CONSTRUCTED OBJECTS,en,One piece of the theory doesn’t fit.,"[Lakoff et al., 1991:114]",IScat ,"Not in MetaNet, unsure about metaphor Source_Domain",
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Mind,framedata:Mind,THE MIND IS A BRITTLE OBJECT,en,Her ego is very fragile.,"[Lakoff & Johnson, 1980:28]",IScat ,"Not in MetaNet, use MetaNet “MIND IS A PHYSICAL STRUCTURE” instead?",
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Mind,framedata:Mind,THE MIND IS A BRITTLE OBJECT,en,You have to handle him with care since his wife’s death.,"[Lakoff & Johnson, 1980:28]",IScat ,"Not in MetaNet, use MetaNet “MIND IS A PHYSICAL STRUCTURE” instead?",
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Mind,framedata:Mind,THE MIND IS A BRITTLE OBJECT,en,He broke under cross-examination.,"[Lakoff & Johnson, 1980:28]",IScat ,"Not in MetaNet, use MetaNet “MIND IS A PHYSICAL STRUCTURE” instead?",
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Mind,framedata:Mind,THE MIND IS A BRITTLE OBJECT,en,She is easily crushed.,"[Lakoff & Johnson, 1980:28]",IScat ,"Not in MetaNet, use MetaNet “MIND IS A PHYSICAL STRUCTURE” instead?",
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Mind,framedata:Mind,THE MIND IS A BRITTLE OBJECT,en,The experience shattered him.,"[Lakoff & Johnson, 1980:28]",IScat ,"Not in MetaNet, use MetaNet “MIND IS A PHYSICAL STRUCTURE” instead?",
PART-WHOLE,SPATIAL_PRIMITIVE,PART-WHOLE,Object,frame:Entity,Mind,framedata:Mind,THE MIND IS A BRITTLE OBJECT,en,I’m going to pieces.,"[Lakoff & Johnson, 1980:28]",IScat ,"Not in MetaNet, use MetaNet “MIND IS A PHYSICAL STRUCTURE” instead?",
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Mind,framedata:Mind,THE MIND IS A BRITTLE OBJECT,en,His mind snapped.,"[Lakoff & Johnson, 1980:28]",IScat ,"Not in MetaNet, use MetaNet “MIND IS A PHYSICAL STRUCTURE” instead?",
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Mind,framedata:Mind,THE MIND IS A BRITTLE OBJECT,en,He cracked up.,"[Lakoff & Johnson, 1980:28]",IScat ,"Not in MetaNet, use MetaNet “MIND IS A PHYSICAL STRUCTURE” instead?",
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Body,framedata:Body,Mind,framedata:Mind,MIND IS A BODY,en,Do the exercises at the end of this chapter.,MetaNet,MetaNet,,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,framedata:Computer,Mind,framedata:Mind,MIND IS A COMPUTER,en,She came to a calculated decision.,MetaNet,MetaNet,,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Machine,framedata:Machine,Mind,framedata:Mind,MIND IS A MACHINE,en,We're still trying to grind out the solution to this equation.,MetaNet,MetaNet,,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Machine,framedata:Machine,Mind,framedata:Mind,MIND IS A MACHINE,en,My mind isn't operating today.,MetaNet,MetaNet,,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Machine,framedata:Machine,Mind,framedata:Mind,MIND IS A MACHINE,en,Boy the wheels are turning now!,MetaNet,MetaNet,,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Machine,framedata:Machine,Mind,framedata:Mind,MIND IS A MACHINE,en,I'm a little rusty today.,MetaNet,MetaNet,,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Machine,framedata:Machine,Mind,framedata:Mind,MIND IS A MACHINE,en,We've been working on this problem all day and now we're running out of steam.,MetaNet,MetaNet,,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Anger,framedata:Anger,ANGER IS A SHARP OBJECT,en,sharp anger,[Stefanowitsch:22],IScat ,Not in MetaNet,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Anger,framedata:Anger,ANGER IS A SHARP OBJECT,en,pinpoint of anger,[Stefanowitsch:22],IScat ,Not in MetaNet,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Anger,framedata:Anger,ANGER IS A SHARP OBJECT,en,spike of anger,[Stefanowitsch:22],IScat ,Not in MetaNet,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Anger,framedata:Anger,ANGER IS A SHARP OBJECT,en,hook of anger,[Stefanowitsch:22],IScat ,Not in MetaNet,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Anger,framedata:Anger,ANGER IS A SHARP OBJECT,en,blunted anger,[Stefanowitsch:22],IScat ,Not in MetaNet,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Anger,framedata:Anger,ANGER IS A SHARP OBJECT,en,anger clips his words,[Stefanowitsch:22],IScat ,Not in MetaNet,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Fear,frame:Fear,FEAR IS A SHARP OBJECT,en,prick/shaft of fear,[Stefanowitsch:28],IScat ,Not in MetaNet,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Fear,frame:Fear,FEAR IS A SHARP OBJECT,en,fear cuts to her,[Stefanowitsch:28],IScat ,Not in MetaNet,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Fear,frame:Fear,FEAR IS A SHARP OBJECT,en,fear slices through Mary,[Stefanowitsch:28],IScat ,Not in MetaNet,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Fear,frame:Fear,FEAR IS A SHARP OBJECT,en,I was beside myself,[Stefanowitsch:25],IScat ,Not in MetaNet,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Happiness,framedata:Happiness,HAPPINESS IS A DESTROYABLE OBJECT,en,He destroys her joy,[Stefanowitsch:31],IScat ,Not in MetaNet,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Happiness,framedata:Happiness,HAPPINESS IS A DESTROYABLE OBJECT,en,She breaks his joy,[Stefanowitsch:31],IScat ,Not in MetaNet,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Disgust,framedata:Disgusting,DISGUST IS A SHARP OBJECT,en,disgust be spur,[Stefanowitsch:37],IScat ,"Not in MetaNet, Target Frame adapted acc. to MetaNet",
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Disgust,framedata:Disgusting,DISGUST IS A SHARP OBJECT,en,shaft of disgust,[Stefanowitsch:37],IScat ,"Not in MetaNet, Target Frame adapted acc. to MetaNet",
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Disgust,framedata:Disgusting,DISGUST IS A SHARP OBJECT,en,heavy disgust,[Stefanowitsch:38],IScat ,"Not in MetaNet, Target Frame adapted acc. to MetaNet",
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Disgust,framedata:Disgusting,DISGUST IS A SHARP OBJECT,en,It outweighs disgust,[Stefanowitsch:38],IScat ,"Not in MetaNet, Target Frame adapted acc. to MetaNet",
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Race,framedata:Race,RACE AS OBJECT,en,Are you going to the race?,"[Lakoff & Johnson, 1980:31]",IScat ,Not in MetaNet,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Race,framedata:Race,RACE AS OBJECT,en,Did you see the race?,"[Lakoff & Johnson, 1980:31]",IScat ,Not in MetaNet,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Wealth,frame:Wealthiness,WEALTH IS A HIDDEN OBJECT,en,He’s seeking his fortune.,"[Lakoff & Johnson, 1980:49]",IScat ,Not in MetaNet,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Wealth,frame:Wealthiness,WEALTH IS A HIDDEN OBJECT,en,He’s flaunting his new-found wealth.,"[Lakoff & Johnson, 1980:49]",IScat ,Not in MetaNet,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Wealth,frame:Wealthiness,WEALTH IS A HIDDEN OBJECT,en,He’s a fortune-hunter.,"[Lakoff & Johnson, 1980:49]",IScat ,Not in MetaNet,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Wealth,frame:Wealthiness,WEALTH IS A HIDDEN OBJECT,en,She’s a gold-digger.,"[Lakoff & Johnson, 1980:49]",IScat ,Not in MetaNet,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Wealth,frame:Wealthiness,WEALTH IS A HIDDEN OBJECT,en,He lost his fortune.,"[Lakoff & Johnson, 1980:49]",IScat ,Not in MetaNet,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Wealth,frame:Wealthiness,WEALTH IS A HIDDEN OBJECT,en,He’s searching for wealth.,"[Lakoff & Johnson, 1980:49]",IScat ,Not in MetaNet,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Problems,framedata:Problem,PROBLEMS ARE SOLID OBJECTS,en,Let’s look at the make-up of this problem.,"[Lakoff et al., 1991:200]",IScat ,Not in MetaNet,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Problems,framedata:Problem,PROBLEMS ARE SOLID OBJECTS,en,Let’s look at all the components of the problem.,"[Lakoff et al., 1991:200]",IScat ,Not in MetaNet,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Problems,framedata:Problem,PROBLEM IS A CONSTRUCTED OBJECT,en,A lot of factors went into creating this problem.,"[Lakoff et al., 1991:200]",IScat ,Not in MetaNet,
OBJECT,SPATIAL_PRIMITIVE,PART-WHOLE,Object,frame:Entity,Problems,framedata:Problem,PROBLEM IS A CONSTRUCTED OBJECT,en,He took the problem apart piece by piece.,"[Lakoff et al., 1991:200]",IScat ,Not in MetaNet,
OBJECT,SPATIAL_PRIMITIVE,PART-WHOLE,Object,frame:Entity,Problems,framedata:Problem,PROBLEM IS A CONSTRUCTED OBJECT,en,He tore the problem apart looking for its solution.,"[Lakoff et al., 1991:200]",IScat ,Not in MetaNet,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Abstract Concept,framedata:Theory,ABSTRACT CONCEPTS ARE OBJECTS,de,Das ist seine Seite des Dilemmas.,"(3/211) [Baldauf, 1997:120-121]",IScat ,,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Abstract Concept,framedata:Theory,ABSTRACT CONCEPTS ARE OBJECTS,de,…das Verhältnis zwischen Deutschen und Ausländern zu beschädigen.,"(4/96ff)[Baldauf, 1997:120-121]",IScat ,,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Abstract Concept,framedata:Theory,ABSTRACT CONCEPTS ARE OBJECTS,de,Je näher man die Politik betrachte…,"(5/13)[Baldauf, 1997:120-121]",IScat ,,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Abstract Concept,framedata:Theory,ABSTRACT CONCEPTS ARE OBJECTS,de,Sabbatai Zwis Auftreten…wuchs sich zu einem handfesten Skandal aus.,"(6/66f)[Baldauf, 1997:120-121]",IScat ,,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Abstract Concept,framedata:Theory,ABSTRACT CONCEPTS ARE OBJECTS,de,…Maßnahmen ergreifen.,"(9/67f)[Baldauf, 1997:120-121]",IScat ,,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Abstract Concept,framedata:Theory,ABSTRACT CONCEPTS ARE OBJECTS,de,…im Besitz der absoluten Mehrheit?,"(11/6)[Baldauf, 1997:120-121]",IScat ,,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Abstract Concept,framedata:Theory,ABSTRACT CONCEPTS ARE OBJECTS,de,"…konnten es kaum fassen, dass…","(11/88)[Baldauf, 1997:120-121]",IScat ,,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Abstract Concept,framedata:Theory,ABSTRACT CONCEPTS ARE OBJECTS,de,…trägt alle Umweltinformationen…zusammen.,"(13/51ff)[Baldauf, 1997:120-121]",IScat ,,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Mind,framedata:Mind,THE MIND IS A BRITTLE OBJECT,de,…Wissenslücken.,"(13/67f)[Baldauf, 1997:120-121]",IScat ,Metaphor changed from “ABSTRACT CONCEPTS ARE OBJECTS” to “THE MIND IS A BRITTLE OBJECT”,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Body,framedata:Body,Mind,framedata:Cognizing,COGNIZING IS BODILY FUNCTIONING,en,My mind was racing. ,MetaNet,MetaNet,,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Body,framedata:Body,Mind,framedata:Cognizing,COGNIZING IS BODILY FUNCTIONING,en,My mind is tired. ,MetaNet,MetaNet,,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Perceiving,frame:PerceptionExperience,Knowing,framedata:Knowing,KNOWING IS PERCEIVING,en,I see what you mean. ,MetaNet,MetaNet,,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Perceiving,frame:PerceptionExperience,Knowing,framedata:Knowing,KNOWING IS PERCEIVING,en,Could you shed some light on chaos theory for me?,[Coëgnarts & Kravanja 2016: 94],added by Dagmar,,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Perceiving,frame:PerceptionExperience,Knowing,framedata:Knowing,KNOWING IS PERCEIVING,en,Something doesn't smell quite right here.,[Lakoff & Johnson 1999],MetaNet,,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Perceiving,frame:PerceptionExperience,Knowing,framedata:Knowing,KNOWING IS PERCEIVING,en,Listen to what your father tells you.,[Lakoff & Johnson 1999],MetaNet,,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Perceiving,frame:PerceptionExperience,Knowing,framedata:Knowing,KNOWING IS PERCEIVING,en,"I have no idea what my friends are doing, they've kept me completely in the dark.",MetaNet,MetaNet,,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Perceiving,framedata:Touching,Knowing,framedata:Knowing,KNOWING IS TOUCHING,en,"I've almost got an idea, but I can't quite put my finger on it.",MetaNet,MetaNet,,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Perceiving,framedata:Touching,Knowing,framedata:Knowing,KNOWING IS TOUCHING,en,I could never put my finger on what the problem was. I felt crazy at times and there were so many times that I would approach him with a very well-thought out ... , www.searchquotes.com/search/Put_My_Finger_On_The_Trigger/ ,MetaNet,,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Perceiving,frame:CauseToPerceive,Knowing,framedata:Knowing,PROVING IS SHOWING,en,The marks on the carpet show that the perpetrator wore boots. ,Jisup,MetaNet,Subclasse of “KNOWING IS SEEING”,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Perceiving,frame:CauseToPerceive,Communication,frame:Communication,COMMUNICATING IS SHOWING,en,Let me illustrate the theory with some examples. ,MetaNet,MetaNet,,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Perceiving,frame:CauseToPerceive,Communication,frame:Communication,COMMUNICATING IS SHOWING,en,I'm now going to show you that you are wrong. ,"The Political Mind, p. 7",MetaNet,,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Perceiving,frame:CauseToPerceive,Communication,frame:Communication,COMMUNICATING IS POINTING,en,He pointed out that global warming is real. ,"The Political Mind, p. 7",MetaNet,,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Perceiving,framedata:Draw_a_picture,Communication,frame:Communication,COMMUNICATING IS DRAWING A PICTURE,en,Do I have to draw a picture for you? ,MetaNet,MetaNet,,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Perceiving,framedata:Draw_a_picture,Communication,frame:Communication,COMMUNICATING IS DRAWING A PICTURE,en,He painted an idyllic picture of their life together.,MetaNet,MetaNet,,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Perceiving,frame:PerceptionExperience,Thinking,frame:Cogitation,THINKING IS PERCEIVING,en,"For many weeks, I couldn't see how to solve the problem.",MetaNet,MetaNet,,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Perceiving,frame:PerceptionExperience,Thinking,frame:Cogitation,THINKING IS PERCEIVING,en,"I see that the two lines must be equal, but I don't know how to prove it.",MetaNet,MetaNet,,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Abstract Concept,framedata:Theory,ABSTRACT CONCEPTS ARE OBJECTS,de,"…scharfe, stechende und durchbohrende Blicke…","(17/457ff)[Baldauf, 1997:120-121]",IScat ,Not in MetaNet,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Abstract Concept,framedata:Theory,ABSTRACT CONCEPTS ARE OBJECTS,de,…die Wirklichkeit in den Griff zu bekommen.,"(17/214)[Baldauf, 1997:120-121]",IScat ,Not in MetaNet,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Abstract Concept,framedata:Theory,ABSTRACT CONCEPTS ARE OBJECTS,de,…importiert das alte Westdenken…,"(21/84)[Baldauf, 1997:120-121]",IScat ,Not in MetaNet,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Abstract Concept,framedata:Theory,ABSTRACT CONCEPTS ARE OBJECTS,de,…droht die Kontrolle…zu entgleiten.,"(22/302)[Baldauf, 1997:120-121]",IScat ,Not in MetaNet,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Abstract Concept,framedata:Theory,ABSTRACT CONCEPTS ARE OBJECTS,de,Sie bringen die Zukunft in die Stadt.,"(31/11f)[Baldauf, 1997:120-121]",IScat ,Not in MetaNet,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Abstract Concept,framedata:Theory,ABSTRACT CONCEPTS ARE OBJECTS,de,Die von Ernst triefende linke Argumentation wird der Ironie und dem Sarkasmus der Reaktionäre gegenübergestellt.,"(45/417ff)[Baldauf, 1997:120-121]",IScat ,Not in MetaNet,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Abstract Concept,framedata:Theory,ABSTRACT CONCEPTS ARE OBJECTS,de,…die Erfahrungen...zu der Doktrin bündeln…,"(45/165ff)[Baldauf, 1997:120-121]",IScat ,Not in MetaNet,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Abstract Concept,framedata:Theory,ABSTRACT CONCEPTS ARE OBJECTS,de,"Mit das Solideste, was einem Menschen…zufallen kann, ist die…Ansicht…","(48/1ff)[Baldauf, 1997:120-121]",IScat ,Not in MetaNet,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Abstract Concept,framedata:Theory,ABSTRACT CONCEPTS ARE OBJECTS,de,…Erfahrungen gesammelt.,"(55/82f)[Baldauf, 1997:120-121]",IScat ,Not in MetaNet,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Abstract Concept,framedata:Theory,ABSTRACT CONCEPTS ARE OBJECTS,de,Vorerst liegt eine Tatsache klar auf der Hand…,"(62/71)[Baldauf, 1997:120-121]",IScat ,Not in MetaNet,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Abstract Concept,framedata:Theory,ABSTRACT CONCEPTS ARE OBJECTS,de,…massive Probleme…,"(63/136)[Baldauf, 1997:120-121]",IScat ,Not in MetaNet,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Abstract Concept,framedata:Theory,ABSTRACT CONCEPTS ARE OBJECTS,de,…regneten die Signale auf die Antennenschüssel,"(69/29f)[Baldauf, 1997:120-121]",IScat ,Not in MetaNet,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Abstract Concept,framedata:Theory,ABSTRACT CONCEPTS ARE OBJECTS,de,…nachdem er das Staatsamt aus den Händen gegeben hatte.,"(75/15f)[Baldauf, 1997:120-121]",IScat ,Not in MetaNet,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Abstract Concept,framedata:Theory,ABSTRACT CONCEPTS ARE OBJECTS,de,Diesen Vorwurf…will der Vorsitzende…nicht im Raum stehen lassen.,"(84/40ff)[Baldauf, 1997:120-121]",IScat ,Not in MetaNet,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Abstract Concept,framedata:Theory,ABSTRACT CONCEPTS ARE OBJECTS,de,…erhärtet sich vielmehr der Verdacht…,"(87/27f)[Baldauf, 1997:120-121]",IScat ,Not in MetaNet,
OBJECT,SPATIAL_PRIMITIVE,OBJECT,Object,frame:Entity,Abstract Concept,framedata:Theory,ABSTRACT CONCEPTS ARE OBJECTS,de,Die Beziehung zerbricht Ende 1978.,"(95/354f)[Baldauf, 1997:120-121]",IScat ,Not in MetaNet,
